disposition	standard	vetted
EXCHANGED DWITH BERLIN MUSEUM, JULY 1936	voucher elsewhere	1
EXCHANGED DWITH BERLIN MUSEUM-JULY 1936	voucher elsewhere	1
EXCHANGED DWITH JOHN LEWIS CHILDS, MARCH 26, 1903	voucher elsewhere	1
EXCHANGED DWITH L.A. FUERTES, JUNE 10, 1910	voucher elsewhere	1
EXCHANGED FLA. ST. UNIV. 7/19/63	voucher elsewhere	1
EXCHANGED FOR CUBAN BIRDS - NOS. 57177, 57273, 572	voucher elsewhere	1
EXCHANGED FOR NO. 49497 - HELMINTHOPHILA BACHMANI	voucher elsewhere	1
EXCHANGED FOR SPECIMENS WITHOUT DATA WITH F.M.C.	voucher elsewhere	1
EXCHANGED I.A. COHEN, OCT 20.'03	voucher elsewhere	1
EXCHANGED J. CHAPIN FOR 2 CROWS, 4 FEB 1907	voucher elsewhere	1
EXCHANGED J.I. NICHOLS FEB.1,1907	voucher elsewhere	1
EXCHANGED J.T. NICHOLS, 1 FEB 1907	voucher elsewhere	1
EXCHANGED JAN 3, 1967 BRITISH MUSEUM	voucher elsewhere	1
EXCHANGED MARCH 23, 1925 WITH L.A. FUERTES	voucher elsewhere	1
EXCHANGED- MR. STARRS OLSON	voucher elsewhere	1
EXCHANGED PHILA. ACAD. NAT. SCI.	voucher elsewhere	1
EXCHANGED R.C. MURPHY FEB 1907	voucher elsewhere	1
EXCHANGED R.C. MURPHY FEB. 1907	voucher elsewhere	1
EXCHANGED R.C. MURPHY, FEB 1907	voucher elsewhere	1
EXCHANGED S. HATTE[ILLEG], 6 APR 1907	voucher elsewhere	1
EXCHANGED TO AUSTRAL. MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO AUSTRAL. MUS., 20 NOV. 1974	voucher elsewhere	1
EXCHANGED TO AUSTRALIA NAT. COLL., SEPT, 1981 LLS	voucher elsewhere	1
EXCHANGED TO BRIGHAM YOUNG UNIV., PROVO, UTAH, JAN	voucher elsewhere	1
EXCHANGED TO BRITISH MUSEUM, DECEMBER 1961	voucher elsewhere	1
EXCHANGED TO BRITISH MUSEUM, JAN 3, 1967	voucher elsewhere	1
EXCHANGED TO CARNEGIE MUSEUM, PITTSBURGH, APRIL 19	voucher elsewhere	1
EXCHANGED TO CHICAGO	voucher elsewhere	1
EXCHANGED TO CHICAGO MUS.	voucher elsewhere	1
EXCHANGED TO CHICAGO MUS..	voucher elsewhere	1
EXCHANGED TO CHICAGO MUSEUM	voucher elsewhere	1
EXCHANGED TO CORNELL UNIV., 3 JUNE 1986	voucher elsewhere	1
EXCHANGED TO DOCTOR W.H. PHELPS, JUNE 24 1959	voucher elsewhere	1
EXCHANGED TO DR. CAMPOS SEABRA, R. DE JANEIRO, APR	voucher elsewhere	1
EXCHANGED TO DR. W.H. PHELPS	voucher elsewhere	1
EXCHANGED TO DR. W.H. PHLEPS, 24 JUN 1959	voucher elsewhere	1
EXCHANGED TO DR. WILLIAM H. PHELPS, JULY 17, 1961	voucher elsewhere	1
EXCHANGED TO F.M.N.H. CHICAGO, JAN 2007-P. SWEET	voucher elsewhere	1
EXCHANGED TO GOELDI MUS., BELÉM, BRAZIL, JUNE 1989	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM BELÉM, BRAZIL JUNE 1989	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM BELÉM, BRAZIL, JUNE 198	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM BELÉM, BRAZIL, JUNE, 19	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELÉIN, BRAZIL, JUNE 1	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELÉM, BRAZIL	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELEM, BRAZIL, JUN 198	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELÉM, BRAZIL, JUN 198	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELEM, BRAZIL, JUNE 19	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELÉM, BRAZIL, JUNE 19	voucher elsewhere	1
EXCHANGED TO GOELDI MUSEUM, BELÉN, BRAZIL, JUNE 19	voucher elsewhere	1
EXCHANGED TO GOLDI MUSEUM, BELÉM, BRAZIL, JUNE 198	voucher elsewhere	1
EXCHANGED TO H.B. HAUGH, ONTARIO, CANADA, JAN 1968	voucher elsewhere	1
EXCHANGED TO HERBERT ZAIDLER, FEB 10, 1956	voucher elsewhere	1
EXCHANGED TO INST. DE LA PATAGONIA, PUNTA ARENAS, 	voucher elsewhere	1
EXCHANGED TO J.G. WILLIAMS, THE CARYNDON MUSEUM, J	voucher elsewhere	1
EXCHANGED TO MR. STORRS OLSON	voucher elsewhere	1
EXCHANGED TO MUS. OF SOUTHWESTERN BIOLOGY, ALBUQUE	voucher elsewhere	1
EXCHANGED TO MUS. ZOOL., INIV. CONN., STORRS, CT.,	voucher elsewhere	1
EXCHANGED TO MUS. ZOOL., UNIV. CONN., STORRS CT., 	voucher elsewhere	1
EXCHANGED TO MUSEO DE ZOOLOGIA UNIV. NAC. AUT DE M	voucher elsewhere	1
EXCHANGED TO MUSEO DE ZOOLOGIA UNIV. NAC. AUT. DE 	voucher elsewhere	1
EXCHANGED TO MUSEO DE ZOOLOGIA, UNIV. NAC. AUTONOM	voucher elsewhere	1
EXCHANGED TO MUSEO ECUATORIANO Y CIEN, QUITO, ECUA	voucher elsewhere	1
EXCHANGED TO MUSEO ECUATORIANO Y CIEN. NAT., QUITO	voucher elsewhere	1
EXCHANGED TO MUSEUM NACIONAL, RIO DE JANEIRO (DR. 	voucher elsewhere	1
EXCHANGED TO N.Y. SCIENTIFIC SUPPLY CO. (ONS. RUBI	voucher elsewhere	1
EXCHANGED TO N.Y.SCI. SUPPLY CO.	voucher elsewhere	1
EXCHANGED TO NEW YORK SCIENCE SUPPLY	voucher elsewhere	1
EXCHANGED TO NY SCIENTIFIC SUPPLY CO., JANUARY 17,	voucher elsewhere	1
EXCHANGED TO PATERSON MUSEUM, N.J.	voucher elsewhere	1
EXCHANGED TO PEABODY MUSEUM, YALE UNIVERSITY, MAY 	voucher elsewhere	1
EXCHANGED TO PETERSON MUSEUM, N.J.	voucher elsewhere	1
EXCHANGED TO PHELPS COLL., CARACAS, 4/30/85	voucher elsewhere	1
EXCHANGED TO PHIL. ACAD. NAT. SCI.	voucher elsewhere	1
EXCHANGED TO PHILA. ACAD. NAT. SCI.	voucher elsewhere	1
EXCHANGED TO PRINCE HANS OF LIECHTENSTEIN	voucher elsewhere	1
EXCHANGED TO PRINCETON MUSEUM OCTOBER 27, 1960	voucher elsewhere	1
EXCHANGED TO PRINCETON MUSEUM, OCTOBER, 1960	voucher elsewhere	1
EXCHANGED TO QUEENS MUSEUM, MAY 1985	voucher elsewhere	1
EXCHANGED TO QUEENSLAND MUS., MAY 1985	voucher elsewhere	1
EXCHANGED TO QUEENSLAND MUSEUM, AUSTRALIA, D.P. VE	voucher elsewhere	1
EXCHANGED TO QUEENSLAND MUSEUM, MAY 1985	voucher elsewhere	1
EXCHANGED TO ROFE GRANDSAU, PARQUE TERRANOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GR[ILLEG][ILLEG]TS[ILLEG][ILLEG]	voucher elsewhere	1
EXCHANGED TO ROLF GRA[ILLEG]TS[ILLEG][ILLEG], PARQ	voucher elsewhere	1
EXCHANGED TO ROLF GRANDSAN, PARQUE TERRANOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GRANDSAU, PARQUE TERRANOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GRANSAN, PARQUE TERRANOVA, SB CA	voucher elsewhere	1
EXCHANGED TO ROLF GRANTS[ILLEG][ILLEG], PARQUE TER	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSA[ILLEG], PARQUE TERRANOVA	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PARQUA TERRANOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PARQUE TERRAMOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PARQUE TERRANOVA, S.B.	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PARQUE TERRANOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PARQUE TERRAUVA SB CAM	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PARQUE TERRAUVO, S.B. 	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAN, PORQUE TERRANOVA, SB C	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSAU, PARQUE TERRANBVA, S.B.	voucher elsewhere	1
EXCHANGED TO ROLF GRANTSEN, PARQUE TERRANOVA, SP, 	voucher elsewhere	1
EXCHANGED TO ROLF GRAWTSAU PARQUE TERRA NOVA, S.B.	voucher elsewhere	1
EXCHANGED TO ROTHSCHILD AND ON RETURN RENUMBERED 7	voucher elsewhere	1
EXCHANGED TO ROTHSCHILD, WHEN RETURNED RENUMBERED 	voucher elsewhere	1
EXCHANGED TO S, AUSTRAL. MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL MUS., 20 NOV. 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL MUS., NOV. 19 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL MUSEUM, 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL MUSEUM, 20 NOV. 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL. MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL. MUS., 20 NOV. 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL. MUS.; 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL. MUSEUM, 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRAL. MUSEUM, 20 NOV. 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRALIA MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. AUSTRALIAN MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO S. NOSTRAL [ILLEG.] MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO SAN DIEGO STATE COLLEGE, 4/69 L.L.S.	voucher elsewhere	1
EXCHANGED TO SAN DIEGO STATE COLLEGE, 4/69 LLS	voucher elsewhere	1
EXCHANGED TO SAN DIEGO STATE COLLEGE, APR 1969 L.L	voucher elsewhere	1
EXCHANGED TO SAN DIEGO STATE COLLEGE, APR 1969, L.	voucher elsewhere	1
EXCHANGED TO SAN DIEGO STATE COLLEGE-4/69 L.L.S.	voucher elsewhere	1
EXCHANGED TO SAO PAULO, BRAZIL MUSEUM (DR. CARMAGO	voucher elsewhere	1
EXCHANGED TO S-AUSTRAL MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGED TO ST. LAWRENCE UNIV., CANTON, N.Y., FEB	voucher elsewhere	1
EXCHANGED TO STATE UNIV. COLLEGE, ONEONTA, N.Y. 10	voucher elsewhere	1
EXCHANGED TO STATE UNIV. COLLEGE, ONEONTA, N.Y., 2	voucher elsewhere	1
EXCHANGED TO STORRS OLSON, MARCH 1967	voucher elsewhere	1
EXCHANGED TO TAHITI MUSEUM 1928	voucher elsewhere	1
EXCHANGED TO THE BRITISH MUS., JAN. 1955	voucher elsewhere	1
EXCHANGED TO THE PRINCETON MUSEUM OF ZOOLOGY	voucher elsewhere	1
EXCHANGED TO U. FLA. 7/19/63	voucher elsewhere	1
EXCHANGED TO U. FLA., 19 JUL 1963	voucher elsewhere	1
EXCHANGED TO U. FLA., 19 JUL 1963, FLA. ST. UNIV.	voucher elsewhere	1
EXCHANGED TO U. FLORIDA 7/19/63	voucher elsewhere	1
EXCHANGED TO U. OF FLA., 19 JUN 1963	voucher elsewhere	1
EXCHANGED TO U. OF FLA., 7/19/63	voucher elsewhere	1
EXCHANGED TO U. OF FLA.; 19 JUL 1963 FLA. ST. UNIV	voucher elsewhere	1
EXCHANGED TO U.S. NAT. MUS.	voucher elsewhere	1
EXCHANGED TO VIENNA MUSEUM	voucher elsewhere	1
EXCHANGED TO W.H. PHELPS	voucher elsewhere	1
EXCHANGED TO YALE UNIV., 30 JAN 1985	voucher elsewhere	1
EXCHANGED U. FLA. (FLA. ST. UNIV.) 19 JUL 1963	voucher elsewhere	1
EXCHANGED U. FLA. 7/19/63	voucher elsewhere	1
EXCHANGED VIENNA MUSEUM - APR. 6, 1982	voucher elsewhere	1
EXCHANGED VIENNA MUSEUM, 6 APR 1982	voucher elsewhere	1
EXCHANGED W. A.M. PEKLO - RUSSIA	voucher elsewhere	1
EXCHANGED W. UNIV. OKLA. JAN 3 '55	voucher elsewhere	1
EXCHANGED W/ UNIV. OF OKLAHOMA 3-I-55	voucher elsewhere	1
EXCHANGED WITH A. EICHE, MAR 1909; EX. WITH CLEVEL	voucher elsewhere	1
EXCHANGED WITH A. EICHE, MARCH 1911	voucher elsewhere	1
EXCHANGED WITH A.G. PAINE,JR. DEC. 1 1886	voucher elsewhere	1
EXCHANGED WITH A.G. PAINE,JR. DEC. 1, 1886	voucher elsewhere	1
EXCHANGED WITH A.G. PAINE,JR. DEC. 1,1886	voucher elsewhere	1
EXCHANGED WITH A.G. PAINE,JR. DEC.1,1886	voucher elsewhere	1
EXCHANGED WITH A.G. PINE,JR. DEC. 1, 1886	voucher elsewhere	1
EXCHANGED WITH A.G.PAINE,JR. DEC. 1, 1886	voucher elsewhere	1
EXCHANGED WITH A.T. WAYNE MOUNT PLEASANT, S.C. FOR	voucher elsewhere	1
EXCHANGED WITH A.W. ANTHONY, 15 DEC 1893	voucher elsewhere	1
EXCHANGED WITH AB[ILLEG]OT THAYER	voucher elsewhere	1
EXCHANGED WITH ABBOT THAYER	voucher elsewhere	1
EXCHANGED WITH ABBOTT THAYER, 22 MAR 1899	voucher elsewhere	1
EXCHANGED WITH ABLOT THAYER	voucher elsewhere	1
EXCHANGED WITH ACAD. NAT. SCI., PHILADELPHIA, AUG 	voucher elsewhere	1
EXCHANGED WITH ACADEMY OF NAT'L SCIENCES; MAR 21, 	voucher elsewhere	1
EXCHANGED WITH ACADEMY OF NAT'L SCIENCES; MARCH 21	voucher elsewhere	1
EXCHANGED WITH ACADEMY OF NAT'L SCIENCES; NOV 6, 1	voucher elsewhere	1
EXCHANGED WITH APOLINAR MARIA DEC. 1914	voucher elsewhere	1
EXCHANGED WITH APOLINAR MARIA, DEC 1914	voucher elsewhere	1
EXCHANGED WITH APOLINAR MARIA, DEC. 1914	voucher elsewhere	1
EXCHANGED WITH ASHBY HINE, BANIFF, ALBERTA JULY 31	voucher elsewhere	1
EXCHANGED WITH ASHLEY HINE BANFF, ALBERTON, JULY 3	voucher elsewhere	1
EXCHANGED WITH ASHLEY HINE, BANFF, ALBERTA JULY 31	voucher elsewhere	1
EXCHANGED WITH ASHLEY HINE, BANFF, ALBERTA, 31 JUL	voucher elsewhere	1
EXCHANGED WITH AUGUSTUS G. PAINE,JR. NOV. 1886	voucher elsewhere	1
EXCHANGED WITH BERLIN MUS.	voucher elsewhere	1
EXCHANGED WITH BERLIN MUS. JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUS., JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSE,, JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEIN JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM JUL 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM JULY 1935	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM, JUL 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM, JULY 1926	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM, JULY 1935	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM, JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM, JUNE 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN MUSEUM-JULY 1936	voucher elsewhere	1
EXCHANGED WITH BERLIN ZOOLOGICAL MUS., NOV 1, 1930	voucher elsewhere	1
EXCHANGED WITH BERLIN, JULY 1936	voucher elsewhere	1
EXCHANGED WITH BRITISH MUS., SEPT 1927	voucher elsewhere	1
EXCHANGED WITH BROOKLYN INSTITUTE, 3 AUG 1908	voucher elsewhere	1
EXCHANGED WITH C.A. SMITH AND RECEIVED IN HIS COLL	voucher elsewhere	1
EXCHANGED WITH C.B. CORY	voucher elsewhere	1
EXCHANGED WITH C.B. CORY (F. ? NITT) JULY 1915	voucher elsewhere	1
EXCHANGED WITH C.B.CORY	voucher elsewhere	1
EXCHANGED WITH CAPT. WIRT ROBINSON SEPT 1902 FOR S	voucher elsewhere	1
EXCHANGED WITH CARLOS REEDS MENDOZA, 9 FEB 1917	voucher elsewhere	1
EXCHANGED WITH CARLOS REEDS, MENDOZA, 9 FEB 1917	voucher elsewhere	1
EXCHANGED WITH CARNEGIE MUS. JUNE 15, 1929	voucher elsewhere	1
EXCHANGED WITH CARNEGIE MUSUEM: 17 MA[ILLEG] 1939	voucher elsewhere	1
EXCHANGED WITH COLONEL MEINERTZHAGEN, MAY 1927	voucher elsewhere	1
EXCHANGED WITH CONNECTICUT AUDUBON SOC. JUNE 1915	voucher elsewhere	1
EXCHANGED WITH CONNECTICUT AUDUBON SOCIETY, JUNE 1	voucher elsewhere	1
EXCHANGED WITH CORNELL UNIVERSITY, APRIL 1916	voucher elsewhere	1
EXCHANGED WITH CORNELL UNIVERSITY, APRIL, 1916	voucher elsewhere	1
EXCHANGED WITH D.A. COH[ILLEG][ILLEG], 20 OCT 1903	voucher elsewhere	1
EXCHANGED WITH D.A. COHN OCT. 20,'03	voucher elsewhere	1
EXCHANGED WITH D.A.COHN OCT 20,1903	voucher elsewhere	1
EXCHANGED WITH DR. FRIEDMANN, M.C.Z., JULY 8, 1929	voucher elsewhere	1
EXCHANGED WITH DR. L.C. SANFORD	voucher elsewhere	1
EXCHANGED WITH DR. L.C. SANFORD, NOV 1921	voucher elsewhere	1
EXCHANGED WITH DR. ROBERTO DABBENE, MUSEO NACIONAL	voucher elsewhere	1
EXCHANGED WITH DR. STRESEMANN-BERLIN MUSEUM-MAY 19	voucher elsewhere	1
EXCHANGED WITH DR. WM. C. AVERY	voucher elsewhere	1
EXCHANGED WITH DR. WM. C. AVERY, [ILLEG]2 FEB 18[I	voucher elsewhere	1
EXCHANGED WITH DR. WM. C. AVERY, 2.12.1892	voucher elsewhere	1
EXCHANGED WITH DR. WM. C. SOERY 2/12/1892	voucher elsewhere	1
EXCHANGED WITH DR. WM. CATVERY [ILLEG.]	voucher elsewhere	1
EXCHANGED WITH DR. WM.C. AVERY	voucher elsewhere	1
EXCHANGED WITH E.N. FAULKS, SEPT 1902	voucher elsewhere	1
EXCHANGED WITH E.T. SETON FOR A CANACHITES FRANKLI	voucher elsewhere	1
EXCHANGED WITH F.M. CHAPMAN	voucher elsewhere	1
EXCHANGED WITH FRANK WARRIMONT, APR 1909	voucher elsewhere	1
EXCHANGED WITH FRANK WARRIMONT, APRIL 1909	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR 1 MERLIN, NOV 24	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK NOV 29, 191	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK NOV. 29, 19	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK, 24 NOV 191	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK, 29 NOV 191	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK, NOV 24, 19	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK, NOV 29, 19	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER FOR HAWK. NOV. 29, 1	voucher elsewhere	1
EXCHANGED WITH GEO. HOLLISTER, NOV 1913	voucher elsewhere	1
EXCHANGED WITH GEORGE B. SENNETT	voucher elsewhere	1
EXCHANGED WITH H.K. COALE APRIL 24, 1907	voucher elsewhere	1
EXCHANGED WITH H.K. COALE MARCH '10	voucher elsewhere	1
EXCHANGED WITH H.K. COALE MARCH'10	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, [MAR?]	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, 24 APR 1907	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, APRIL 24, 1907	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, CHICAGO, ILL. APRIL 24,	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, CHICAGO, ILL., APR 1907	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, MAR 1910	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, MAR. 10[?]	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, MARCH 10	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, MARCH '10	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, MARCH 10[?]	voucher elsewhere	1
EXCHANGED WITH H.K. COALE, MARCH'10	voucher elsewhere	1
EXCHANGED WITH H.K.COALE MARCH 10	voucher elsewhere	1
EXCHANGED WITH H.P. ATTWATER, APRIL 9, 1892	voucher elsewhere	1
EXCHANGED WITH HOWARTH S. BOYLE FOR HAWK;ARCHILNTE	voucher elsewhere	1
EXCHANGED WITH J. & J. MAILLIARD, NOV 1903	voucher elsewhere	1
EXCHANGED WITH J. ROWLEY FOR ANOTHER QUAIL KILLED 	voucher elsewhere	1
EXCHANGED WITH JESSE D. FIGGINS	voucher elsewhere	1
EXCHANGED WITH JOHN E. THAYER THRU O. BANGS APRIL 	voucher elsewhere	1
EXCHANGED WITH JOHN E. THAYER THRU O. BANGS, APRIL	voucher elsewhere	1
EXCHANGED WITH JOHN E. THAYER, LAINCAS IN MASS. JU	voucher elsewhere	1
EXCHANGED WITH JOHN E. THAYER, LANCASTER, MASS. JU	voucher elsewhere	1
EXCHANGED WITH JOHN E. THAYR, LANCASTER, MASS. JUN	voucher elsewhere	1
EXCHANGED WITH JOHN LEWIS CHILDS, 26 MAR 1903	voucher elsewhere	1
EXCHANGED WITH JOHN LEWIS CHILDS, MARCH 26 1903	voucher elsewhere	1
EXCHANGED WITH KANSAS NATURAL HISTORY MUSEUM-3/200	voucher elsewhere	1
EXCHANGED WITH KLINE, 10 JUL 1906	voucher elsewhere	1
EXCHANGED WITH KNY-SHEERER CO., MAR 1902	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES DEC 1925	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, 10 JUN 191[ILLEG]	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, 10 JUN 1910	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, 19 FEB 1914	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, 1906	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, DEC 1925	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, FEB 19, 1914	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, JUNE 10, 1910	voucher elsewhere	1
EXCHANGED WITH L.A. FUERTES, MARCH 23,1925	voucher elsewhere	1
EXCHANGED WITH LA. A. FUERTES, FEB 19, 1914	voucher elsewhere	1
EXCHANGED WITH LOUIS A. FUERTES FOR AN IM. OF THE 	voucher elsewhere	1
EXCHANGED WITH LOUIS A. FUERTES, 30 NOV 1899	voucher elsewhere	1
EXCHANGED WITH LOUIS FUERTES, 1909	voucher elsewhere	1
EXCHANGED WITH LOUIS FUERTES,1909	voucher elsewhere	1
EXCHANGED WITH LUIS FUERTES 1909	voucher elsewhere	1
EXCHANGED WITH LUIS FUERTES, 1909	voucher elsewhere	1
EXCHANGED WITH LUIZ FUERTES, 1909	voucher elsewhere	1
EXCHANGED WITH M.A.C.N., ARGENTINA MARCH 2003	voucher elsewhere	1
EXCHANGED WITH M.A.C.N., ARGENTINA, MAR 2003	voucher elsewhere	1
EXCHANGED WITH M.C.Z. 8/10/27	voucher elsewhere	1
EXCHANGED WITH MACN, ARGENTINA, MAR 2003	voucher elsewhere	1
EXCHANGED WITH MCZ, JULY 7, 1927 FOR CIRIDOPS ANNA	voucher elsewhere	1
EXCHANGED WITH MCZ-3 11-53	voucher elsewhere	1
EXCHANGED WITH MOORE LAB. OF ZOOLOGY, OCCIDENTAL C	voucher elsewhere	1
EXCHANGED WITH MR. E.T. SETON, 24 MAY 1928	voucher elsewhere	1
EXCHANGED WITH MR. HOYLE, DEC 1908	voucher elsewhere	1
EXCHANGED WITH MR. OUTRAM BANGS, MARCH 20, 1914	voucher elsewhere	1
EXCHANGED WITH MR. PITRAM BANGS, MARCH 20, 1914	voucher elsewhere	1
EXCHANGED WITH MR. SENNETT	voucher elsewhere	1
EXCHANGED WITH NEW YORK SCIENTIFIC SUPPLY CO., 28 	voucher elsewhere	1
EXCHANGED WITH NEWARK MUSEUM, MAR. 17, 1939	voucher elsewhere	1
EXCHANGED WITH NORTH CAROLINA MUSEUM OF NAT. SCI.,	voucher elsewhere	1
EXCHANGED WITH NORTH CAROLINA STATE MUSEUM OF NAT.	voucher elsewhere	1
EXCHANGED WITH O. BANGS FOR AGELAIUS ASSIMILIS, 29	voucher elsewhere	1
EXCHANGED WITH O. BANGS, SEPT 20,1918	voucher elsewhere	1
EXCHANGED WITH PARIS MUSEUM JUNE 13, 1928	voucher elsewhere	1
EXCHANGED WITH PARIS MUSEUM, 13 JUN 1928	voucher elsewhere	1
EXCHANGED WITH PEKLO - RUSSIA 1973	voucher elsewhere	1
EXCHANGED WITH PHILA. ACAD. NAT. SCI., JUL 1928	voucher elsewhere	1
EXCHANGED WITH PRINCETON MUS. OF ZOOLOGY, DEC 16, 	voucher elsewhere	1
EXCHANGED WITH PRINCETON MUS. Z.-JAN 1926	voucher elsewhere	1
EXCHANGED WITH PRINCETON MUSEUM OF ZOOLOGY, 16 DEC	voucher elsewhere	1
EXCHANGED WITH PRINCETON MUSEUM, 24 JUN 1959	voucher elsewhere	1
EXCHANGED WITH PROF. UACOUN 2/24/1892	voucher elsewhere	1
EXCHANGED WITH PROF. W,. W. MARSHALL, U. OF MINN.,	voucher elsewhere	1
EXCHANGED WITH PROF. WM. H. MARSHALL, U. OF MINNES	voucher elsewhere	1
EXCHANGED WITH PROF. WM. W. MARSHALL, I. OF MINNES	voucher elsewhere	1
EXCHANGED WITH PROF. WM. W. MARSHALL, U. OF MINNES	voucher elsewhere	1
EXCHANGED WITH ROYAL SCOTTISH MUSEUM, SEP 1915	voucher elsewhere	1
EXCHANGED WITH SOUTH AFRICAN MUSEUM, 25 JAN 1904	voucher elsewhere	1
EXCHANGED WITH SOUTH AUSTRALIAN MUS. 8/80	voucher elsewhere	1
EXCHANGED WITH STOCKHOLM MUS., JUNE 14,1929	voucher elsewhere	1
EXCHANGED WITH SWEDISH NAT. HIST. MUSEUM, 16 OCT 1	voucher elsewhere	1
EXCHANGED WITH TAX'D DEPT. FOR AN AD. MALE IN WINT	voucher elsewhere	1
EXCHANGED WITH THE PRINCETON MUSEUM OF ZOOLOGY, DE	voucher elsewhere	1
EXCHANGED WITH THE PRINCETON MUSEUM OF ZOOLOOGY, D	voucher elsewhere	1
EXCHANGED WITH TRING MUS.,JULY 9, 1928	voucher elsewhere	1
EXCHANGED WITH U.S. NAT. MUS., SEP 1893	voucher elsewhere	1
